Rating,Title,Full Review,Information,Service Ratings
4.0 of 5 bubbles,English Language Skill Need to Improve,"This is the first time I have flight with VietJet Air. Like most LCC, facilities relative standard, but doesn't have free wifi. While book menu and safety card were bilingual, Inflight magazine only available in Viet Tieng however.

Worried got late lunch (in eventually had lunch at 3 pm), finally my father bought instant noodles and banh mi. Not quite cheap, but still cheaper than menu in most fast food restaurant at Vietnam. Due to hygiene reason, several important ingredient such vegetable and coriander wasn't appear on the sandwich. Menu book changed every around six month, so don't be surprised if some menu no longer listed on the book.

Most of flight attendance cannot speak or understand English, but they very helpful.

Cabin floor wasn't cleaned well. During flight I found waste on the floor.

In short, Vietjet wasn't bad LCC. Certain aspect need to be improve such cleanliness and English language skill. Even though this flight is domestic flight, it is possible to have foreign passenger.",Date of travel: June 2019,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,No delay at all!,"I have flown 4 different destination in May 2019 and June 2019. Destinations were: Siem Reap to Ha Noi, Da Nang to Ho Chi Minh, Ho Chi Minh to Phuket and Phuket to Bangkok. In two flights the plane has taken of 15 minutes earlier then scheduled. 15 mins delay in one flight and the last flight was just on time! The staff was lovely and helpful. Planes were new and clean. It was far better than Ryanair or EasyJey like airlines. I don't know why people complains so much!",Date of travel: June 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,They scammed me and told me I was never on a flight I had payed for (confirmed by credit card payment),Told me I was never on a flight I had payed for (confirmed by credit card payment). I told them I am a student returning home from a trip and my wallet was stolen so I have no money to buy a ticket from another airline. I missed my connecting flight as they giggled behind the counter at me and told me there is nothing I can do rudely.,Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
5.0 of 5 bubbles,Good Budget airline,"I have flown many times with Vietjet and I love flying with them. Yes, they are always delayed, usually less than one hour late, but that is not an issue for me. What worth to fly with them is how much I paid for, they fly with newer planes = clean, the staffs are professional, hot food ordering for an affordable price. If you planned ahead it works out just great. I just booked a ticket from Bangkok to Phuket for $26 USD which included tax, surcharge, and transaction fee. I can't really go wrong with this.  Most of the budget airlines depart in Bangkok at the DMK, but VietJet flies out at BKK which is another adding bonus for me. If I found a comparative fare offer by the full-service airline, of course, I will book with them, but most of the time, they are two or three times more than what I would pay for Vietjet air. 

I see many people complained. They should come to the US and try to fly with spirit airlines, you will appreciate flying with VietJet. For those who don't care about saving money, Vietjet is not for you, but if you want to save a ton of money, flying with a nice and clean airline plane with some delays then Vietjet is for you.",Date of travel: May 2019,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Terrible service and attitute,"Always delay. My flight had delayed for 4 hours, and the attitute of staff is so poor. They dont behave polite and helpful with customer, when I had question, they answered ưithout enough ìnormation. The service of vietjet airway is terrible as their boss",Date of travel: June 2019,
5.0 of 5 bubbles,Budget airline,"Missed a flight with scoot, and booked one with vietjetair 5 hours before departing. First time flying with vietjetair and my experience was OK, crews were friendly, flight was on time. Basically you get what you paid for. Affordable flight tickets but little leg space, everything was generally okay. ",,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
2.0 of 5 bubbles,Late and late...,"They informed us with an email in the morning that our flight changed and will depart 1 hour later... half an hour before they changed again the time of departure,1 more hour delay and people start to scream.there was only one lady in the desk but she didn’t informed all the people. They give some vouchers for food but only to locals (Vietnamese) ... after all this delay the flight was good with fast boarding...",Date of travel: April 2019,
1.0 of 5 bubbles,Asia's worst airline,Delayed without reason twice so far. No Facebook or Twitter to contact. Always delay their flights and have 0 customer service.,Date of travel: June 2019,
5.0 of 5 bubbles,Loved the stewardess outfit,"Have seen stewardesses in sarees, skirts, sarongs, pants and all else. Theis was the first time I saw them in shorts and it was a refreshing change.",Date of travel: April 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}]"
2.0 of 5 bubbles,My first & last time,"Not worth the fare.  28usd for one 10kg checked bag, no in flight food, old plane and dirty seat belts. 
For the same price, I got much more goods and service from Bangkok Air.",Date of travel: May 2019,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"""Delay airlines""","Vietjetair should change its name to Delay airlines honestly. 9.5/10 flights were delayed and this is unexceptable. Should not choose this one if you dont wanna delay forever... From 21:45 to 22:15, then 23:40 and they gave  u drink coupon cost 23,000 vnd ~ 1 drinking bottle but they anounced soft drink 😂 the worst thing is u never know what time you could get in the plane!!! Trust me, waiting is so badddd",,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,"The worst, never worth the money","Always delays, only 0.1kg over they tell you to pay $35 which is entitled to 20kg. 'it's the airport, same price.' they keep telling you like a robot. No wonder people say it is the worst airline ever. Never, never gonna use it again.",Date of travel: June 2019,
1.0 of 5 bubbles,"Terrible service , always delay",I recommend all foreigner shouldn’t use vietjet air services . You guys can get your destination with 3 hours late . I never get vietjet air on time .,Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Complaint against staff: Hoang Pham Thuy Vi (badge number: VJC1171/SGN),"Fly with them if you want to be treated like trash. They deserve 0 stars!

I should have listened to the thousands of complaints against Vietjet before booking with them. The thing with this airline is it's cheap and convenient to fly throughout Vietnam, but that is precisely the problem with Vietjet. It's cheap - which means ZERO customer service. Our flight was overbooked and they refused to let us check in. We spoke to the manager on duty, Hoang Pham Thuy Vi, who was completely rude and unprofessional. Not only did she not provide an answer as to why our family, in particular, could not board the flight, but she had the audacity to raise her voice at me and my mother when we were speaking to her in Vietnamese. When I started to complain in English (my native tongue), she couldn't say a word as her English needs a lot of improvement. I would never fault someone for not being able to speak English, but as the manager working at an international airport, she should be equipped with basic English skills to converse with foreign customers. 

I filed a lengthy complaint online with Vietjet and have yet to hear back from them. I demanded a full refund for the time and money they have cost our family, and an apology for the unprofessionalism provided by their staff, particularly the manager. Their last email said they would give me an answer by the end of the week and that was over a month ago - still no response. 

There is sooooo much more I could say on what a nightmare this airline is but you've been warned: should any problems arise while flying with them, just know they will treat you with zero respect. 

I highly recommend flying with Vietnam Airlines instead. You may save a few dollars with Vietjet, but trust me, the headache is never worth it!",Date of travel: April 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
