Rating,Title,Full Review,Information,Service Ratings
2.0 of 5 bubbles,Terrible service,"Bamboo Airways has been very underwhelming.

The only reason why I am giving two stars is because the plane seemed quite new and there was plenty of leg room/space.

The staff has to seriously improve especially on the ground in Ho Chi Minh City. The speed of the check in was mindblowingly slow. There were 3 counters open, one for regular economy class, one for priority boarding and one for business class. There was no customer at the business class counter with 3 of the staff waiting there. You would think they would direct individual travellers queing up at the other counters every now and then considering no one is checking into business class and they are just idle. This is standard procedure after all. But nope ... They didn't.

The women at the other counters were the slowest I have ever seen. They needed 15 minutes to check myr papers despite everything being straightforward as I had everything required. There were around 5-10 people infront of me when I arrived. It took the staff a full hour to check them in. I have no idea why it takes so long just to check some basic documents like vaccine certifactes etc.

This would be fine and understandable to some degree considering the Covid paperwork BUT none of the staff has ever shown any friendliness during the process. No ""Good morning"", no smile, nothing ... just a stone face and sealed lips. Customer service is something they must have never heard about.

The flight attendants were slightly friendlier. All we got was water and a HORRIBLE sandwhich though. Also no other food on offer like on AirAsia for example ... 

Needless to say there was also a delay of around 45 minutes...Didn't surprise me at all considering what I experienced during check in.",Date of travel: May 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"Terrible service, unreliable, out of dated technology, won't refund even though we follow the refund policy","Booked a ticket that has a full refund policy due to the uncertainty during Covid time. We did everything according to the policy. It's been 4 months and they still refuse to give us our money back. First of all, their technology is terrible. The booking system doesn't allow online cancellation of ticket. In what universe do we have to manually send them an email manually writing down every single details (full name, date of birth, booking references, bank details etc)? My husband doesn't speak Vietnamese and all of their emails are written in Vietnamese so I had to write everything for him then keep forwarding emails back and forth. So much waste of time. That's even worse than a budget airline. And they keep delaying replying your email. And even when they have confirmed they will refund you it's been more than 4 months still havent received anything. We paid extra for a ticket that allow full refund if requested and here is what we got. Never book with this airline. They literally have a person manually reading every request-to-cancel email instead of investing in developing a competent system that allow everything to be processed within a click of the mouse. If they don't even bother investing in their technology can we even trust them with other things?",Date of travel: February 2022,
1.0 of 5 bubbles,So so very bad,"Flew to Hanoi for knee surgery. Arrived 6 hours before check in and was 2nd person to do so. Promised leg room as not a full flight. I’m also 6’5”.

Didn’t get as promised. Yet people 5’7” got an entire row to themselves.

Never got a meal as was standing at the back due to knee pain. Never saw any entertainment. Never had a drink. Was a 12.5 hour flight!!!! 

Never use them! They don’t care about people.",Date of travel: May 2022,
5.0 of 5 bubbles,Pretty decent to be fair!,"After reading many reviews for bamboo airways, we braced ourselves for the worse flights of our lives, but honestly it was cracking. Wasn’t a time were we weren’t watered or fed, plenty of food! Had in flight entertainment, albeit not the biggest choice, but we had plenty of things downloaded on our phones. Staff were super friendly too and bankets were provided.",Date of travel: May 2022,
4.0 of 5 bubbles,Room for improvement,"Great airline, great customer service ON PLANE and very polite. 
The ONLY thing BAMBOO AIRWAYS needs to improve on is the transit from Hanoi to ho chi Minh after flying from Heathrow London. We had 8 suitcases and a baby and had to pick up all 8 in hanoi and re check in again to fly a 2 hours flight to ho chi Minh. Then counter staff expect you to remove all tags after 12 hours flight to make their life easier; seeing you're holding a baby. The recheck in and no direct flight to Ho Chi Minh is probably why the competition is taking customers. Please improve on TRANSFERS and you'll be number 1 in Vietnam.",Date of travel: May 2022,
5.0 of 5 bubbles,GREAT CUSTOMER SERVICE,I was so impressed with their customer service. Flight attendants are very friendly and helpful. Service 10/10. Highly recommended!,Date of travel: April 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Comfortable flight ever,"I flew to Phu Quoc with Ecomomy and quite satisfied with Bamboo Airways, comfortable seat, quick boarding, hospitality services. Highly recommend",Date of travel: April 2022,
5.0 of 5 bubbles,Highly reccommend,"I buy a low price ticket fare but the service, aircraft, and cabin crew are so amazing. I'll try to fly with Bamboo on the next trip to Korea in May",Date of travel: April 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Excellent airline!,"The flight is operated by a wide-bodied fleet, which has very comfortable seat, easing my back the whole flight. Economy class received a light meal which is fresh and yummy (and a water too!). I'm satisfied and will fly with Bamboo again.",Date of travel: April 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Great Airways,"I've flown a several times with Bamboo Airways, i don't understand why so many people have bad reviews. Flight attendants are beautiful and also very polite, seats are also comfortable.",Date of travel: April 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Great choice,"staff all very friendly, boarding time, flight attendants were so great, food was ok
i love bamboo very much, see u again next time",Date of travel: March 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,A terrible customer service that never solve your request,"A terrible, terrible airline with awful customer service. Due to Covid-19, I could not fly on Jan 2021; I then requested for a refund. They took 2 weeks for every reply email, and they did not respond properly on Facebook, which ultimately take over 1 year AND THEY STILL HAVEN'T REFUNDED MY MONEY, despite my official request via email.

Bottom line: choose Vietnam Airline or VietJet instead, don't fly Bamboo Airways. They are new to the market and already have a bad reputation. My customer service receptionist's name was Trương Tùng (Mr.), NGUYỄN PHƯƠNG THẢO (Ms.), LUU MINH DUC (Mr.), TRINH HOAI THUONG (Ms.), VU PHUONG LAN (Ms.). So many, yet none solved my issue.",Date of travel: March 2021,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
